클린 코더 The Clean Coder,22500,로버트 마틴,에이콘출판사,단순 기술자에서 진정한 소프트웨어 장인이 되기까지,/image/books/clean-coder.png,2020-12-14 20:26:39.002853,admin,2020-12-14 20:26:39.002853,admin
Clean Code 클린 코드,29700,로버트 C. 마틴,인사이트,애자일 소프트웨어 장인 정신,/image/books/clean-code.png,2020-12-14 20:26:39.002853,admin,2020-12-14 20:26:39.002853,admin
클린 아키텍처,29000,로버트 C. 마틴,인사이트,소프트웨어 구조와 설계의 원칙,/image/books/clean-architecture.png,2020-12-14 20:26:39.002853,admin,2020-12-14 20:26:39.002853,admin
클린 소프트웨어,34200,로버트 C. 마틴,제이펍,"애자일 원칙과 패턴, 그리고 실천 방법[개정판]",/image/books/clean-software.png,2020-12-14 20:26:39.002853,admin,2020-12-14 20:26:39.002853,admin
개발자의 글쓰기,16200,김철수,위키북스,"변수 네이밍부터 릴리스 노트, 장애 보고서, 기술 블로그까지, 프로그래머의 글쓰기 고민 끝!",/image/books/developer-writing.png,2020-12-14 20:26:39.002853,admin,2020-12-14 20:26:39.002853,admin
빨강 머리 앤[양장],21000,루시 모드 몽고메리,더모던,김미경 TV 추천 화제작!,/image/books/anne.png,2020-12-14 20:26:39.002853,admin,2020-12-14 20:26:39.002853,admin
나미야 잡화점의 기적,13320,히가시노 게이고,현대문학,100쇄 기념 땡큐 에디션[양장],/image/books/namiya.png,2020-12-14 20:26:39.002853,admin,2020-12-14 20:26:39.002853,admin
